price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,house_age,is_renovated,years_since_ren,sqft_ratio,zipcode
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,Redmond,47,0,0,0.2633175585487198,98052
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,Seattle,103,1,15,0.519870032491877,98107
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,Sammamish,16,0,0,0.23073820088745461,98075
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,Snoqualmie,15,0,0,0.3675382338431179,98065
380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,Seattle,4,0,0,1.2449392712550607,98144
648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,Kirkland,68,1,27,0.3225806451612903,98033
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,Redmond,33,0,0,0.1473938094600027,98053
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,Bellevue,27,0,0,0.24064808196330711,98004
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,Seattle,36,1,1,0.6620861961274204,98144
1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,Sammamish,19,0,0,0.22795376712328766,98075
320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,Seattle,8,0,0,1.1810650887573964,98117
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,Federal Way,1,0,0,0.5510204081632653,98003
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,Kent,10,0,0,0.507818797356118,98042
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,SeaTac,9,0,0,0.27000830794793684,98188
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,Seattle,5,0,0,1.0417633410672853,98125
1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,Issaquah,8,0,0,0.7050228310502283,98029
2150000.0,4.0,5.5,5060,10320,2.0,0,0,3,5060,0,Bellevue,7,0,0,0.49026257145625424,98004
359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,Seattle,7,0,0,1.5349887133182845,98103
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,Seattle,9,0,0,0.45992334610898183,98108
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,Seattle,2,1,92,0.5180903446799401,98118
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,Redmond,5,0,0,0.5654281098546042,98053
355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,Seattle,10,0,0,1.3333333333333333,98103
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,Auburn,4,0,0,0.4341736694677871,98002
353000.0,1.0,1.0,550,1279,2.0,0,0,3,550,0,Seattle,7,0,0,0.4296875,98122
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,Seattle,8,0,0,0.9565764631843927,98144
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,Seattle,76,1,26,0.41687468796804794,98117
80000.0,1.0,0.75,430,5050,1.0,0,0,2,430,0,Carnation,103,0,0,0.08513165709760444,98014
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,Bellevue,24,0,0,0.24752990119604784,98006
218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,Enumclaw,33,0,0,0.09964708324683413,98022
325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,Seattle,63,1,7,0.27976103744718056,98118
980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,Seattle,48,1,4,0.6285226302305722,98199
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,Bellevue,39,0,0,0.2749701119443539,98006
556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,Federal Way,24,0,0,0.2271382940967704,98023
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,Seattle,89,0,0,0.3443487920022216,98116
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,Ravensdale,40,0,0,0.10953825412874958,98051
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,Renton,13,0,0,0.19721577726218098,98059
175000.0,2.0,1.0,1300,44431,1.0,0,0,5,1300,0,Auburn,57,0,0,0.029258192293842276,98001
306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,Woodinville,69,1,26,0.05777349825938819,98077
235000.0,4.0,2.5,1810,39639,1.0,0,0,3,1230,580,Kent,45,1,1,0.04566094853683148,98042
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,North Bend,104,1,29,0.19089689989745207,98045
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,Seattle,105,1,1,0.4959318093762108,98115
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,Seattle,74,1,17,0.25842178126442084,98136
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,Renton,23,0,0,0.46472875393445656,98056
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,Seattle,60,1,10,0.19662271570668519,98146
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,Seattle,23,0,0,0.49108447822274187,98115
527550.0,1.0,0.75,820,59677,1.0,0,0,3,820,0,Snoqualmie,16,0,0,0.013740406850095513,98065
1050000.0,3.0,4.0,4380,42769,2.0,0,0,5,4380,0,Redmond,32,0,0,0.10240823006780454,98052
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,Sammamish,31,0,0,0.257604280194194,98074
950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,Bellevue,16,0,0,0.45619213739433784,98007
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,Shoreline,73,1,33,0.2523809523809524,98133
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,Seattle,64,1,21,0.39466760217505703,98109
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,Seattle,73,1,33,0.32068412613575625,98126
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,Redmond,21,0,0,0.2899881905261777,98052
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,Seattle,92,1,33,0.3822592501837785,98115
465425.0,4.0,2.75,2430,20720,1.0,0,0,3,2430,0,Woodinville,48,1,4,0.11727233241638917,98072
675000.0,4.0,2.5,2560,36601,2.0,0,0,4,2560,0,Sammamish,28,0,0,0.0699415332495492,98075
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,Seattle,89,0,0,0.7836865253898441,98103
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,Redmond,52,0,0,0.11369456109802314,98052
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,Seattle,91,1,4,0.22883803599200178,98109
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,Renton,49,1,52,0.1173096976016684,98055
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,Issaquah,10,0,0,0.8424507658643327,98029
433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,Bellevue,49,0,0,0.19060514529736486,98006
275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,Federal Way,36,1,1,0.12425959309812001,98003
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,Kirkland,32,1,6,0.17112632233976355,98034
554820.0,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,Burien,50,1,33,0.2719665271966527,98166
1325000.0,4.0,3.0,3370,7920,1.0,0,3,3,1860,1510,Seattle,27,1,15,0.42545133190253753,98117
735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,Redmond,31,0,0,0.2609740117929679,98052
607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,Bellevue,64,1,16,0.15157116451016636,98004
549900.0,4.0,3.0,2830,213879,2.0,0,0,4,2830,0,Auburn,28,0,0,0.013231718720778007,98092
258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,Maple Valley,27,1,15,0.21482561994430446,98038
661254.0,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,Seattle,75,0,0,0.3663413853783395,98116
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,Clyde Hill,63,1,7,0.21244763614602036,98004
799950.0,4.0,3.5,4220,196817,2.0,0,0,3,4220,0,Auburn,22,0,0,0.021441128352081618,98092
132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,Auburn,48,1,4,0.10284734787163127,98001
467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,Redmond,42,1,2,0.1873698820263706,98052
1610000.0,4.0,3.5,4390,11600,2.0,0,3,3,3060,1330,Mercer Island,25,1,6,0.3784156538229463,98040
641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,Seattle,89,0,0,0.4074446680080483,98117
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,Shoreline,68,1,27,0.08981769675411294,98155
335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,Renton,32,0,0,0.20644095788604458,98058
900000.0,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,Auburn,15,0,0,0.01874155940798721,98092
440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,Issaquah,50,0,0,0.24613017979040477,98027
464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,Seattle,90,1,47,0.2035993455735321,98136
1200000.0,4.0,3.5,4740,172497,2.0,0,0,3,4740,0,Redmond,12,0,0,0.027478579461790862,98053
300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,Seattle,68,1,3,0.17203748876620875,98178
670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,Seattle,64,1,21,0.23552066360539178,98102
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,Seattle,96,1,30,0.28594281143771244,98115
244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,Seattle,72,1,13,0.16181229773462782,98146
788600.0,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,Redmond,10,0,0,0.4860436050548535,98053
445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,Renton,28,1,15,0.18729173848098357,98056
530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,Seattle,64,1,16,0.36272745450909816,98115
90000.0,2.0,1.0,580,7500,1.0,0,0,3,580,0,Seattle,72,1,13,0.07732302359685375,98178
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,Seattle,84,0,0,0.3651869669801006,98117
498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,Kirkland,91,1,6,0.13763129300977905,98033
379000.0,2.0,1.0,800,6380,1.0,0,2,3,800,0,Seattle,75,1,19,0.12537219871493496,98115
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,Seattle,96,1,81,0.5036807438977141,98115
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,Renton,22,0,0,0.34097261039686977,98058
255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,Kent,31,0,0,0.17797419971333014,98031
665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,Bellevue,49,0,0,0.18846194115799392,98006
550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,Bellevue,56,0,0,0.19993444772205834,98006
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,Seattle,68,1,3,0.38255547054322875,98107
334000.0,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,Seattle,50,0,0,0.3634270679164611,98178
360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,Seattle,9,0,0,0.959214501510574,98103
235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,Seattle,8,0,0,0.658578856152513,98126
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,Seattle,7,0,0,1.3798977853492334,98103
355000.0,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,Seattle,8,0,0,1.0278011794439763,98103
375000.0,2.0,2.5,750,1430,2.0,0,0,3,750,0,Seattle,9,0,0,0.5241090146750524,98122
372000.0,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,North Bend,36,0,0,0.21073002902913665,98045
479000.0,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,Seattle,91,1,4,0.45651449516827725,98103
2000000.0,5.0,4.0,4580,4443,3.0,1,4,3,4580,0,Sammamish,11,1,12,1.0306030603060305,98075
1680000.0,4.0,4.25,5584,68257,2.0,0,0,3,5584,0,Carnation,17,1,9,0.08180726068739196,98014
501000.0,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,Seattle,91,1,59,0.23374218930803053,98115
245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,Maple Valley,21,0,0,0.182370820668693,98038
496700.0,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,Issaquah,26,0,0,0.30088189521009856,98029
347000.0,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,Auburn,19,0,0,0.26628104118879026,98092
199000.0,2.0,1.0,720,7200,1.0,0,0,5,720,0,Renton,72,0,0,0.09998611303985558,98058
440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,Snoqualmie,8,0,0,0.5590909090909091,98065
820000.0,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,Sammamish,10,0,0,0.5242108270247108,98075
325000.0,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,SeaTac,31,0,0,0.7654249126891735,98188
195000.0,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,Enumclaw,24,0,0,0.18557919621749408,98022
675000.0,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,Redmond,34,1,2,0.10642477054390914,98052
295000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,Maple Valley,12,0,0,0.3713401571054511,98038
355300.0,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,Shoreline,60,0,0,0.2185939819187694,98133
276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,Seattle,55,1,3,0.22795440911817635,98106
460000.0,2.0,1.5,2730,19877,1.0,0,0,4,1570,1160,Duvall,39,1,23,0.1373377603380622,98019
880000.0,3.0,2.0,2130,35169,1.0,0,0,4,2130,0,Woodinville,26,0,0,0.06056297981234006,98072
370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,Shoreline,14,0,0,0.4393976795852876,98155
346000.0,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,Renton,6,0,0,0.53612458514169,98058
172500.0,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,Auburn,43,1,13,0.12953073514373367,98001
379950.0,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,Kenmore,59,0,0,0.18480043739748497,98028
468000.0,2.0,1.0,1160,6000,1.0,0,0,4,860,300,Seattle,73,1,33,0.19330111648058657,98115
477000.0,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,Seattle,37,0,0,0.27427842449370116,98118
529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,Seattle,91,0,0,0.3634725142685491,98107
312000.0,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,Seattle,11,1,12,0.9127272727272727,98125
326100.0,2.0,1.0,880,7683,1.0,0,0,3,880,0,Seattle,73,1,16,0.11452368558042686,98177
360000.0,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,Seattle,61,1,10,0.11404366243075921,98125
438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,Kenmore,54,1,14,0.12750173866007264,98028
360000.0,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,Shoreline,61,1,10,0.16582171525137304,98177
1050000.0,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,Seattle,94,1,9,0.4054992362171921,98144
688000.0,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,Seattle,102,1,1,0.7498125468632841,98144
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,Issaquah,32,0,0,0.2391416752843847,98027
265000.0,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,Kent,32,0,0,0.18599845001291657,98031
375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,Kirkland,42,1,2,0.1640838650865998,98034
326500.0,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,Woodinville,45,1,1,0.1462508080155139,98072
160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,Seattle,97,0,0,0.12618971233023207,98178
1570000.0,4.0,3.75,3070,5850,2.0,0,0,5,2400,670,Seattle,88,0,0,0.5246966330541788,98112
735000.0,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,Sammamish,11,1,12,0.6504221028396009,98075
400000.0,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,Seattle,75,0,0,0.24015683711811794,98115
800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,Kirkland,63,1,2,0.37217053187057353,98033
949880.0,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,Bellevue,37,0,0,0.21425898203592814,98004
405000.0,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,Shoreline,66,1,30,0.24441426984322923,98133
399000.0,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,Renton,36,1,1,0.30883460669320995,98058
730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,Seattle,64,0,0,0.387286886971164,98117
1795000.0,4.0,3.25,4060,13000,2.0,0,3,3,4060,0,Mercer Island,15,0,0,0.3122836704868856,98040
260000.0,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,Pacific,12,0,0,0.20326724030427734,98047
751750.0,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,Seattle,113,0,0,0.3480836882058878,98112
325000.0,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,Kent,32,0,0,0.13591936469150886,98042
344950.0,4.0,2.0,2330,6250,1.0,0,0,4,1400,930,Kent,74,1,17,0.37274036154215323,98030
457500.0,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,Seattle,90,0,0,0.45646241627387746,98108
389000.0,5.0,2.0,2330,10750,1.0,0,0,4,1190,1140,Kenmore,53,0,0,0.2167240256720305,98028
515000.0,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,Renton,10,0,0,0.4942848316342292,98059
732000.0,3.0,2.5,2330,1987,2.0,0,4,3,1410,920,Seattle,11,1,12,1.1720321931589537,98107
415000.0,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,Shoreline,51,1,15,0.21986695230578418,98155
1655000.0,4.0,3.5,3080,4815,2.0,0,3,3,2300,780,Seattle,78,1,6,0.6395348837209303,98199
535000.0,2.0,1.0,1040,5527,1.0,0,0,3,1040,0,Seattle,64,1,21,0.18813314037626627,98115
540000.0,4.0,4.25,1960,3565,2.0,0,0,3,1960,0,Seattle,75,1,12,0.5496354458777342,98116
525000.0,5.0,3.0,2750,3800,1.5,0,0,5,1750,1000,Seattle,89,0,0,0.7234938174164693,98115
570000.0,3.0,1.75,1930,36210,1.0,0,0,3,1930,0,Woodinville,38,1,11,0.05329872138300516,98072
569950.0,5.0,4.5,4850,40902,2.0,0,0,3,4850,0,Federal Way,14,0,0,0.11857320978901303,98023
283200.0,4.0,2.5,1982,6406,2.0,0,0,3,1982,0,Kent,11,1,12,0.3093491493678789,98030
1100000.0,3.0,2.75,2640,4050,1.5,0,0,5,1750,890,Seattle,89,0,0,0.6516909405085164,98112
830000.0,4.0,2.5,1850,50662,1.0,0,0,3,1430,420,Redmond,37,0,0,0.03651580048556145,98052
495000.0,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,Bellevue,59,0,0,0.2121377802077638,98007
292050.0,5.0,3.0,2840,7199,1.0,0,0,3,1710,1130,Tukwila,12,0,0,0.39444444444444443,98178
415000.0,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,Kirkland,54,1,11,0.18578273198396403,98034
295832.0,5.0,1.0,1410,6400,1.0,0,0,5,960,450,Des Moines,60,0,0,0.22027808154975784,98198
450000.0,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,Duvall,16,0,0,0.2959135744480977,98019
1381000.0,4.0,3.75,3160,9525,2.5,0,0,3,3160,0,Mercer Island,18,0,0,0.3317237035481839,98040
857000.0,4.0,3.0,3720,29043,2.0,0,0,3,3720,0,Kirkland,24,0,0,0.12808153146949455,98033
499950.0,3.0,3.5,1820,1501,2.0,0,0,3,1430,390,Seattle,1,0,0,1.2117177097203728,98144
465000.0,3.0,2.0,1560,8640,1.0,0,0,5,1560,0,Kirkland,48,0,0,0.1805346603402384,98034
329000.0,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,Seattle,51,0,0,0.26877204770703844,98106
475000.0,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,Redmond,31,0,0,0.10692862731461358,98052
255000.0,3.0,1.0,960,8100,1.0,0,0,3,960,0,Shoreline,60,1,10,0.11850388840883841,98155
435000.0,3.0,1.0,1270,4000,1.5,0,2,3,1270,0,Seattle,87,1,61,0.3174206448387903,98126
685000.0,3.0,2.5,2810,7700,2.0,0,0,3,2810,0,Bellevue,14,0,0,0.3648876769250747,98006
715000.0,2.0,2.5,2160,5581,1.0,0,0,3,2160,0,Redmond,13,0,0,0.386958079541383,98053
780000.0,3.0,3.0,2520,2152,1.5,0,0,3,1560,960,Seattle,90,1,9,1.1704598235020902,98119
345000.0,2.0,1.5,1180,844,2.0,0,0,3,990,190,Seattle,10,0,0,1.3964497041420119,98144
355000.0,4.0,2.25,1810,4970,2.0,0,0,3,1810,0,Renton,12,0,0,0.364111848722591,98059
282000.0,3.0,2.5,1680,15711,1.0,0,0,3,1240,440,Kent,21,0,0,0.10692464358452139,98031
244000.0,3.0,1.0,910,5250,1.0,0,0,4,910,0,Burien,44,0,0,0.17330032374785756,98166
967500.0,3.0,3.75,3250,5797,2.0,0,2,4,2370,880,Seattle,64,1,16,0.5605381165919282,98199
375000.0,3.0,1.5,2000,7294,1.0,0,0,3,1520,480,Seattle,50,1,22,0.27416038382453733,98118
1600000.0,3.0,3.25,3790,19000,2.0,0,4,3,3790,0,Seattle,30,0,0,0.19946318614809747,98177
527500.0,3.0,1.75,2310,78844,1.0,0,0,3,1760,550,Issaquah,38,1,11,0.029297989726678925,98027
994000.0,3.0,2.25,2510,6339,1.5,0,2,5,1810,700,Seattle,83,1,13,0.39589905362776023,98199
313000.0,3.0,1.75,1320,6205,1.0,0,0,5,1320,0,Shoreline,67,1,30,0.21269738962294554,98133
587000.0,3.0,2.25,2370,217800,2.0,0,0,3,2370,0,Redmond,36,1,1,0.010881492738784486,98053
304000.0,3.0,1.0,900,7500,1.0,0,0,4,900,0,Kirkland,43,0,0,0.11998400213304893,98034
675000.0,3.0,2.5,2540,7680,2.0,0,1,4,2540,0,Seattle,75,1,14,0.330686108579612,98177
305000.0,4.0,1.0,2100,9288,1.0,0,0,4,1050,1050,Renton,47,0,0,0.22607385079125847,98058
280000.0,3.0,1.0,1200,6250,1.0,0,0,3,920,280,Seattle,72,1,13,0.1919692849144137,98168
960000.0,5.0,4.0,3720,15200,2.0,0,0,3,3720,0,Sammamish,10,0,0,0.24472074205644365,98075
500000.0,3.0,2.25,1760,4539,2.0,0,0,3,1760,0,Issaquah,27,1,15,0.3876651982378855,98029
274950.0,3.0,1.75,1670,7415,1.0,0,0,3,1320,350,Covington,28,1,15,0.22518878101402373,98042
455600.0,3.0,2.5,2420,8252,2.0,0,0,3,2420,0,Snoqualmie,17,1,9,0.2932267054404459,98065
970000.0,5.0,3.0,3480,15185,2.0,0,0,4,3480,0,Mercer Island,51,0,0,0.22915843540102726,98040
312900.0,4.0,2.5,1630,4473,2.0,0,0,3,1630,0,Maple Valley,12,0,0,0.3643272239606616,98038
535000.0,4.0,2.5,2340,5600,2.0,0,0,3,2340,0,Seattle,94,1,2,0.4177825388323514,98146
427000.0,2.0,1.0,920,3780,1.0,0,0,3,920,0,Seattle,105,1,9,0.24332187252049722,98103
405000.0,2.0,1.0,910,6490,1.0,0,0,3,910,0,Seattle,73,1,16,0.14019411492836234,98115
480000.0,3.0,1.0,1150,4945,1.0,0,2,3,1150,0,Seattle,72,1,13,0.2325111200970481,98126
725000.0,3.0,1.5,2500,4774,1.5,0,2,3,1450,1050,Seattle,75,1,19,0.5235602094240838,98107
293000.0,4.0,2.5,3250,235063,1.0,0,2,3,3250,0,Auburn,42,1,2,0.013826021849368682,98092
268000.0,4.0,2.0,1930,6600,1.0,0,0,4,1030,900,Burien,48,0,0,0.2923799424329647,98168
475000.0,4.0,3.5,3400,234352,2.0,0,0,3,2500,900,Vashon,24,0,0,0.014508028486940642,98070
488000.0,3.0,2.5,1590,2550,3.0,0,0,3,1590,0,Seattle,30,0,0,0.6232849862798903,98117
760000.0,4.0,2.5,3330,7399,2.0,0,0,3,3330,0,Redmond,6,0,0,0.45,98052
1710000.0,5.0,4.5,4590,14685,2.0,0,0,3,4590,0,Kirkland,6,0,0,0.3125425575377911,98033
754950.0,3.0,2.5,2610,7256,2.0,0,0,3,2610,0,Kirkland,1,0,0,0.35965274906986355,98033
263900.0,3.0,2.5,1658,2700,2.0,0,0,3,1658,0,Des Moines,1,0,0,0.6138467234357645,98198
460000.0,3.0,3.5,1600,1431,2.0,0,0,3,1240,360,Seattle,9,0,0,1.1173184357541899,98117
399950.0,3.0,3.0,1296,1051,3.0,0,0,3,1296,0,Seattle,6,0,0,1.231939163498099,98125
370000.0,2.0,2.25,1280,835,2.0,0,0,3,1080,200,Seattle,6,0,0,1.5311004784688995,98118
1149000.0,4.0,3.0,5940,11533,2.0,0,4,3,4950,990,Snoqualmie,11,1,12,0.5149991329980926,98065
450800.0,4.0,3.25,2510,5311,2.0,0,0,3,2510,0,Renton,6,0,0,0.47251506024096385,98056
627000.0,3.0,3.5,2710,3475,2.0,0,0,3,1650,1060,Issaquah,10,0,0,0.7796317606444189,98027
495000.0,3.0,2.5,1750,1548,3.0,0,0,3,1750,0,Seattle,2,1,92,1.1297611362169142,98118
310000.0,3.0,1.0,1430,19901,1.5,0,0,4,1430,0,Kenmore,88,0,0,0.07185207516832479,98028
550000.0,4.0,1.0,1660,34848,1.0,0,0,1,930,730,Redmond,82,0,0,0.04763407845275331,98052
215000.0,2.0,1.0,1320,8865,1.0,0,0,4,1320,0,Burien,72,0,0,0.1488833746898263,98168
799000.0,4.0,3.0,2580,209523,2.0,0,0,3,2580,0,Redmond,31,0,0,0.012313625169431665,98053
630000.0,4.0,2.5,2740,43101,2.0,0,0,3,2740,0,Woodinville,22,0,0,0.06357013595656814,98077
267000.0,3.0,2.5,2495,4400,2.0,0,0,3,2495,0,Federal Way,8,0,0,0.5669166098613951,98001
900000.0,6.0,2.75,2300,24773,1.5,0,0,4,2300,0,Mercer Island,65,1,30,0.0928392669734399,98040
365000.0,3.0,1.5,1300,12240,1.0,0,0,3,1300,0,Kenmore,52,1,7,0.10620047381749857,98028
544500.0,4.0,2.5,2230,10414,1.0,0,0,5,1450,780,Issaquah,41,0,0,0.21411425828132502,98075
599000.0,4.0,2.75,2020,2750,1.0,0,0,3,1010,1010,Seattle,98,1,1,0.7342784442021083,98122
815000.0,4.0,2.25,2000,3800,2.0,0,0,3,2000,0,Seattle,14,0,0,0.5261773217574323,98115
254000.0,2.0,1.0,1060,8187,1.0,0,0,4,1060,0,Shoreline,63,0,0,0.12945774303859306,98133
740000.0,2.0,1.75,2080,4800,1.0,0,0,5,1080,1000,Seattle,92,0,0,0.43324307435950843,98117
225000.0,3.0,2.0,2030,24829,1.0,0,0,4,1220,810,Auburn,36,0,0,0.08175594039468385,98001
925000.0,3.0,2.5,2690,7000,2.0,0,0,5,1840,850,Seattle,72,0,0,0.384230824167976,98115
